State,District,District_Id,Temprature,Year,Rainfall,Season,Crop,Crop_Id,Area,Production
Karnataka,Gulbarga,15,30,2009,113,Kharif     ,Sesamum,23,1476,414
Karnataka,Gulbarga,15,27,2010,113,Kharif     ,Sunflower,17,70,70
Karnataka,Gulbarga,15,31,2011,123,Kharif     ,Urad,21,1547,801
Karnataka,Gulbarga,15,27,2012,117,Kharif     ,Varagu,39,3,1
Karnataka,Gulbarga,15,31,2013,112,Whole Year ,Banana,3,88,3141
Karnataka,Gulbarga,15,31,2014,126,Whole Year ,Cashewnut,4,120,35
Karnataka,Gulbarga,15,27,2015,121,Whole Year ,Coriander,7,1299,325
Karnataka,Gulbarga,15,27,2016,126,Whole Year ,Dry chillies,9,19652,8926
Karnataka,Gulbarga,15,25,2017,130,Whole Year ,Guar seed,35,352,3640
Karnataka,Gulbarga,15,26,2018,119,Whole Year ,Onion,14,4,32
Karnataka,Gulbarga,15,27,2009,118,Whole Year ,Sugarcane,16,352,37429
Karnataka,Gulbarga,15,29,2010,125,Kharif     ,Bajra,2,931,674
Karnataka,Gulbarga,15,27,2011,127,Kharif     ,Cotton(lint),8,8387,8112
Karnataka,Gulbarga,15,30,2012,119,Kharif     ,Groundnut,10,5523,4530
Karnataka,Gulbarga,15,28,2013,121,Kharif     ,Horse-gram,24,12,5
Karnataka,Gulbarga,15,27,2014,127,Kharif     ,Jowar,11,2143,1909
Karnataka,Gulbarga,15,27,2015,128,Kharif     ,Moong(Green Gram),13,111,52
Karnataka,Gulbarga,15,29,2016,118,Kharif     ,Other Kharif pulses,37,376,72
Karnataka,Gulbarga,15,30,2017,116,Kharif     ,Ragi,15,641,561
Karnataka,Gulbarga,15,29,2018,122,Kharif     ,Rice,0,123351,85929
Karnataka,Gulbarga,15,27,2000,114,Kharif     ,Sesamum,23,2095,927
Karnataka,Gulbarga,15,29,2001,126,Kharif     ,Sunflower,17,18,19
Karnataka,Gulbarga,15,31,2002,118,Kharif     ,Urad,21,2197,1138
Karnataka,Gulbarga,15,28,2003,128,Whole Year ,Banana,3,74,2642
Karnataka,Gulbarga,15,27,2004,113,Whole Year ,Cashewnut,4,129,50
Karnataka,Gulbarga,15,27,2005,112,Whole Year ,Coriander,7,861,215
Karnataka,Gulbarga,15,30,2006,110,Whole Year ,Dry chillies,9,16156,7416
Karnataka,Gulbarga,15,26,2007,128,Whole Year ,Onion,14,11,89
Karnataka,Gulbarga,15,27,2008,120,Whole Year ,Sugarcane,16,220,23393
Karnataka,Gulbarga,15,27,2009,117,Kharif     ,Bajra,2,587,620
Karnataka,Gulbarga,15,28,2000,121,Kharif     ,Cotton(lint),8,4415,4820
Karnataka,Gulbarga,15,27,2001,117,Kharif     ,Groundnut,10,6913,10610
Karnataka,Gulbarga,15,28,2002,124,Kharif     ,Jowar,11,1672,1320
Karnataka,Gulbarga,15,27,2003,124,Kharif     ,Moong(Green Gram),13,88,40
Karnataka,Gulbarga,15,27,2004,124,Kharif     ,Ragi,15,1023,1830
Karnataka,Gulbarga,15,25,2005,114,Kharif     ,Rice,0,124517,169900
Karnataka,Gulbarga,15,27,2006,111,Kharif     ,Sesamum,23,2254,940
Karnataka,Gulbarga,15,29,2007,115,Kharif     ,Sunflower,17,27,40
Karnataka,Gulbarga,15,30,2008,128,Kharif     ,Urad,21,1859,730
Karnataka,Gulbarga,15,28,2009,111,Whole Year ,Sugarcane,16,597,59800
Karnataka,Gulbarga,15,30,2000,113,Kharif     ,Bajra,2,457,352
Karnataka,Gulbarga,15,27,2001,113,Kharif     ,Cotton(lint),8,1529,1040
Karnataka,Gulbarga,15,31,2002,123,Kharif     ,Groundnut,10,6998,8070
Karnataka,Gulbarga,15,27,2003,117,Kharif     ,Horse-gram,24,8,2
Karnataka,Gulbarga,15,31,2004,112,Kharif     ,Jowar,11,1968,1206
Karnataka,Gulbarga,15,31,2005,126,Kharif     ,Maize,12,13,15
Karnataka,Gulbarga,15,27,2006,121,Kharif     ,Moong(Green Gram),13,84,36
Karnataka,Gulbarga,15,27,2007,126,Kharif     ,Other Kharif pulses,37,383,68
Karnataka,Gulbarga,15,25,2008,130,Kharif     ,Ragi,15,1012,1354
Karnataka,Gulbarga,15,26,2009,119,Kharif     ,Rice,0,126152,159792
Karnataka,Gulbarga,15,27,2000,118,Kharif     ,Sesamum,23,1367,452
Karnataka,Gulbarga,15,29,2001,125,Kharif     ,Small millets,22,448,253
Karnataka,Gulbarga,15,27,2002,127,Kharif     ,Sunflower,17,72,83
Karnataka,Gulbarga,15,30,2003,119,Kharif     ,Urad,21,1900,758
Karnataka,Gulbarga,15,28,2004,121,Kharif     ,Varagu,39,1,1
Karnataka,Gulbarga,15,27,2005,127,Whole Year ,Banana,3,169,6245
Karnataka,Gulbarga,15,27,2006,128,Whole Year ,Bhindi,44,17,127
Karnataka,Gulbarga,15,29,2007,118,Whole Year ,Brinjal,47,46,351
Karnataka,Gulbarga,15,30,2008,116,Whole Year ,Cashewnut,4,124,37
Karnataka,Gulbarga,15,29,2009,122,Whole Year ,Citrus Fruit,49,11,12
Karnataka,Gulbarga,15,27,2009,114,Whole Year ,Coconut ,6,9120,48100
Karnataka,Gulbarga,15,29,2010,126,Whole Year ,Coriander,7,1130,77
Karnataka,Gulbarga,15,27,2013,113,Whole Year ,Dry chillies,9,18115,15292
Karnataka,Gulbarga,15,27,2014,112,Whole Year ,Mango,56,121,725
Karnataka,Gulbarga,15,30,2015,110,Whole Year ,Onion,14,44,372
Karnataka,Gulbarga,15,27,2018,117,Whole Year ,Other Vegetables,60,8,0
Karnataka,Gulbarga,15,28,2009,121,Whole Year ,Pome Fruit,62,54,283
Karnataka,Gulbarga,15,27,2012,124,Whole Year ,Sugarcane,16,685,62910
Karnataka,Gulbarga,15,27,2013,124,Whole Year ,Tomato,67,14,172
Karnataka,Gulbarga,15,25,2014,114,Whole Year ,Turmeric,20,1,4
Karnataka,Gulbarga,15,29,2016,115,Kharif     ,Bajra,2,1002,1094
Karnataka,Gulbarga,15,30,2017,128,Kharif     ,Cotton(lint),8,3310,403
Karnataka,Gulbarga,15,28,2018,111,Kharif     ,Groundnut,10,9151,3587
Karnataka,Gulbarga,15,30,2009,113,Kharif     ,Horse-gram,24,15,4
Karnataka,Gulbarga,15,27,2010,113,Kharif     ,Jowar,11,2780,1658
Karnataka,Gulbarga,15,31,2011,123,Kharif     ,Maize,12,34,40
Karnataka,Gulbarga,15,27,2012,117,Kharif     ,Moong(Green Gram),13,390,165
Karnataka,Gulbarga,15,31,2013,112,Kharif     ,Other Kharif pulses,37,779,137
Karnataka,Gulbarga,15,31,2014,126,Kharif     ,Ragi,15,2109,3259
Karnataka,Gulbarga,15,27,2015,121,Kharif     ,Rice,0,121031,20771
Karnataka,Gulbarga,15,27,2016,126,Kharif     ,Sesamum,23,5466,1757
Karnataka,Gulbarga,15,25,2017,130,Kharif     ,Small millets,22,932,7
Karnataka,Gulbarga,15,26,2018,119,Kharif     ,Sunflower,17,45,58
Karnataka,Gulbarga,15,27,2009,118,Kharif     ,Urad,21,2752,1125
Karnataka,Gulbarga,15,29,2010,125,Whole Year ,Banana,3,147,5200
Karnataka,Gulbarga,15,27,2011,127,Whole Year ,Bhindi,44,20,140
Karnataka,Gulbarga,15,30,2012,119,Whole Year ,Brinjal,47,32,358
Karnataka,Gulbarga,15,28,2013,121,Whole Year ,Cashewnut,4,230,79
Karnataka,Gulbarga,15,27,2014,127,Whole Year ,Coconut ,6,8343,45700
Karnataka,Gulbarga,15,27,2015,128,Whole Year ,Coriander,7,1921,191
Karnataka,Gulbarga,15,29,2016,118,Whole Year ,Drum Stick,51,18,0
Karnataka,Gulbarga,15,30,2017,116,Whole Year ,Dry chillies,9,22742,17648
Karnataka,Gulbarga,15,29,2018,122,Whole Year ,Mango,56,128,532
Karnataka,Gulbarga,15,27,2000,114,Whole Year ,Onion,14,55,495
Karnataka,Gulbarga,15,29,2001,126,Whole Year ,Orange,57,14,27
Karnataka,Gulbarga,15,31,2002,118,Whole Year ,Other Citrus Fruit,58,92,0
Karnataka,Gulbarga,15,28,2003,128,Whole Year ,Other Fresh Fruits,59,50,0
Karnataka,Gulbarga,15,27,2004,113,Whole Year ,Other Vegetables,60,7,0
Karnataka,Gulbarga,15,27,2005,112,Whole Year ,Pome Fruit,62,69,484
Karnataka,Gulbarga,15,30,2006,110,Whole Year ,Snak Guard,66,5,0
Karnataka,Gulbarga,15,26,2007,128,Whole Year ,Sugarcane,16,451,45857
Karnataka,Gulbarga,15,27,2008,120,Whole Year ,Tomato,67,15,152
Karnataka,Gulbarga,15,27,2009,117,Whole Year ,Turmeric,20,2,8
Karnataka,Gulbarga,15,28,2000,121,Kharif     ,Bajra,2,1237,1467
Karnataka,Gulbarga,15,27,2001,117,Kharif     ,Castor seed,5,11,3
Karnataka,Gulbarga,15,28,2002,124,Kharif     ,Cotton(lint),8,5413,3802
Karnataka,Gulbarga,15,27,2003,124,Kharif     ,Groundnut,10,8607,19221
Karnataka,Gulbarga,15,27,2004,124,Kharif     ,Horse-gram,24,13,4
Karnataka,Gulbarga,15,25,2005,114,Kharif     ,Jowar,11,3029,3499
Karnataka,Gulbarga,15,27,2006,111,Kharif     ,Maize,12,137,160
Karnataka,Gulbarga,15,29,2007,115,Kharif     ,Moong(Green Gram),13,161,64
Karnataka,Gulbarga,15,30,2008,128,Kharif     ,Other Kharif pulses,37,776,137
Karnataka,Gulbarga,15,28,2009,111,Kharif     ,Ragi,15,1705,2843
Karnataka,Gulbarga,15,30,2000,113,Kharif     ,Rice,0,126607,254700
Karnataka,Gulbarga,15,27,2001,113,Kharif     ,Sesamum,23,1772,320
Karnataka,Gulbarga,15,31,2002,123,Kharif     ,Small millets,22,896,505
Karnataka,Gulbarga,15,27,2003,117,Kharif     ,Sunflower,17,25,27
Karnataka,Gulbarga,15,31,2004,112,Kharif     ,Urad,21,2105,772
Karnataka,Gulbarga,15,31,2005,126,Whole Year ,Banana,3,131,5563
Karnataka,Gulbarga,15,27,2006,121,Whole Year ,Cashewnut,4,261,94
Karnataka,Gulbarga,15,27,2007,126,Whole Year ,Coconut ,6,8472,109700
Karnataka,Gulbarga,15,25,2008,130,Whole Year ,Coriander,7,1684,577
Karnataka,Gulbarga,15,26,2009,119,Whole Year ,Dry chillies,9,23126,13180
Karnataka,Gulbarga,15,27,2000,118,Whole Year ,Onion,14,98,948
Karnataka,Gulbarga,15,29,2001,125,Whole Year ,Sugarcane,16,260,28619
Karnataka,Gulbarga,15,30,2003,119,Kharif     ,Bajra,2,1253,562
Karnataka,Gulbarga,15,27,2005,127,Kharif     ,Cotton(lint),8,3733,2959
Karnataka,Gulbarga,15,27,2006,128,Kharif     ,Groundnut,10,7996,7989
Karnataka,Gulbarga,15,30,2008,116,Kharif     ,Jowar,11,2979,989
Karnataka,Gulbarga,15,29,2009,122,Kharif     ,Moong(Green Gram),13,118,40
Karnataka,Gulbarga,15,27,2009,114,Kharif     ,Other Kharif pulses,37,566,103
Karnataka,Gulbarga,15,29,2010,126,Kharif     ,Ragi,15,1683,1090
Karnataka,Gulbarga,15,31,2011,118,Kharif     ,Rice,0,127395,247079
Karnataka,Gulbarga,15,28,2012,128,Kharif     ,Sesamum,23,1638,289
Karnataka,Gulbarga,15,27,2013,113,Kharif     ,Small millets,22,885,499
Karnataka,Gulbarga,15,27,2014,112,Kharif     ,Sunflower,17,47,58
Karnataka,Gulbarga,15,30,2015,110,Kharif     ,Urad,21,2048,542
Karnataka,Gulbarga,15,26,2016,128,Whole Year ,Banana,3,88,4321
Karnataka,Gulbarga,15,27,2017,120,Whole Year ,Cashewnut,4,375,141
Karnataka,Gulbarga,15,27,2018,117,Whole Year ,Coconut ,6,8526,1181
Karnataka,Gulbarga,15,28,2009,121,Whole Year ,Coriander,7,1518,461
Karnataka,Gulbarga,15,27,2010,117,Whole Year ,Dry chillies,9,19021,10938
Karnataka,Gulbarga,15,28,2011,124,Whole Year ,Onion,14,90,721
Karnataka,Gulbarga,15,27,2012,124,Whole Year ,Sugarcane,16,361,37794
Karnataka,Gulbarga,15,25,2014,114,Kharif     ,Rice,0,130422,223190
Karnataka,Gulbarga,15,27,2015,111,Kharif     ,Small millets,22,878,508
Karnataka,Gulbarga,15,29,2016,115,Whole Year ,Arhar/Tur,1,55,40
Karnataka,Gulbarga,15,30,2017,128,Whole Year ,Bajra,2,1074,1557
Karnataka,Gulbarga,15,28,2018,111,Whole Year ,Banana,3,115,6162
Karnataka,Gulbarga,15,30,2009,113,Whole Year ,Cashewnut,4,315,143
Karnataka,Gulbarga,15,31,2011,123,Whole Year ,Coconut ,6,7703,1576
Karnataka,Gulbarga,15,27,2012,117,Whole Year ,Coriander,7,1226,506
Karnataka,Gulbarga,15,31,2013,112,Whole Year ,Cotton(lint),8,2859,2361
Karnataka,Gulbarga,15,31,2014,126,Whole Year ,Dry chillies,9,20621,13388
Karnataka,Gulbarga,15,27,2015,121,Whole Year ,Gram,28,3,2
Karnataka,Gulbarga,15,27,2016,126,Whole Year ,Groundnut,10,7046,8779
Karnataka,Gulbarga,15,25,2017,130,Whole Year ,Horse-gram,24,3,2
Karnataka,Gulbarga,15,26,2018,119,Whole Year ,Jowar,11,2366,2258
Karnataka,Gulbarga,15,27,2009,118,Whole Year ,Maize,12,25,133
Karnataka,Gulbarga,15,29,2010,125,Whole Year ,Moong(Green Gram),13,383,221
Karnataka,Gulbarga,15,27,2011,127,Whole Year ,Onion,14,156,1362
Karnataka,Gulbarga,15,30,2012,119,Whole Year ,Ragi,15,1068,1455
Karnataka,Gulbarga,15,28,2013,121,Whole Year ,Sesamum,23,1315,325
Karnataka,Gulbarga,15,27,2014,127,Whole Year ,Sugarcane,16,502,61643
Karnataka,Gulbarga,15,27,2015,128,Whole Year ,Sunflower,17,235,430
Karnataka,Gulbarga,15,29,2016,118,Whole Year ,Turmeric,20,2,11
Karnataka,Gulbarga,15,30,2017,116,Whole Year ,Urad,21,2779,1584
Karnataka,Gulbarga,15,29,2018,122,Kharif     ,Rice,0,123771,29879
Karnataka,Gulbarga,15,27,2000,114,Kharif     ,Small millets,22,749,422
Karnataka,Gulbarga,15,29,2001,126,Whole Year ,Bajra,2,617,859
Karnataka,Gulbarga,15,31,2002,118,Whole Year ,Banana,3,115,5490
Karnataka,Gulbarga,15,28,2003,128,Whole Year ,Cashewnut,4,161,92
Karnataka,Gulbarga,15,27,2004,113,Whole Year ,Coconut ,6,8449,1411
Karnataka,Gulbarga,15,27,2005,112,Whole Year ,Coriander,7,1131,516
Karnataka,Gulbarga,15,30,2006,110,Whole Year ,Cotton(lint),8,2165,1639
Karnataka,Gulbarga,15,26,2007,128,Whole Year ,Dry chillies,9,25352,8628
Karnataka,Gulbarga,15,27,2008,120,Whole Year ,Groundnut,10,6111,4712
Karnataka,Gulbarga,15,27,2009,117,Whole Year ,Horse-gram,24,5,2
Karnataka,Gulbarga,15,28,2000,121,Whole Year ,Jowar,11,1945,1693
Karnataka,Gulbarga,15,27,2001,117,Whole Year ,Maize,12,3,8
Karnataka,Gulbarga,15,28,2002,124,Whole Year ,Moong(Green Gram),13,318,93
Karnataka,Gulbarga,15,27,2003,124,Whole Year ,Onion,14,148,1426
Karnataka,Gulbarga,15,27,2004,124,Whole Year ,Potato,73,5,84
Karnataka,Gulbarga,15,25,2005,114,Whole Year ,Ragi,15,877,1319
Karnataka,Gulbarga,15,27,2006,111,Whole Year ,Sesamum,23,3190,694
Karnataka,Gulbarga,15,29,2007,115,Whole Year ,Small millets,22,749,422
Karnataka,Gulbarga,15,30,2008,128,Whole Year ,Sugarcane,16,334,35918
Karnataka,Gulbarga,15,28,2009,111,Whole Year ,Sunflower,17,18,29
Karnataka,Gulbarga,15,30,2000,113,Whole Year ,Turmeric,20,2,11
Karnataka,Gulbarga,15,27,2001,113,Whole Year ,Urad,21,4117,1071
Karnataka,Gulbarga,15,31,2002,123,Kharif     ,Rice,0,128795,202989
Karnataka,Gulbarga,15,27,2003,117,Kharif     ,Small millets,22,52,384
Karnataka,Gulbarga,15,31,2004,112,Whole Year ,Bajra,2,479,680
Karnataka,Gulbarga,15,31,2005,126,Whole Year ,Banana,3,384,17070
Karnataka,Gulbarga,15,27,2006,121,Whole Year ,Cashewnut,4,125,65
Karnataka,Gulbarga,15,27,2007,126,Whole Year ,Castor seed,5,118,37
Karnataka,Gulbarga,15,25,2008,130,Whole Year ,Coconut ,6,8162,894000
Karnataka,Gulbarga,15,26,2009,119,Whole Year ,Coriander,7,957,221
Karnataka,Gulbarga,15,27,2000,118,Whole Year ,Cotton(lint),8,1097,682
Karnataka,Gulbarga,15,29,2001,125,Whole Year ,Dry chillies,9,26634,8788
Karnataka,Gulbarga,15,27,2002,127,Whole Year ,Gram,28,9,6
Karnataka,Gulbarga,15,30,2003,119,Whole Year ,Groundnut,10,5484,8146
Karnataka,Gulbarga,15,28,2004,121,Whole Year ,Horse-gram,24,3,1
Karnataka,Gulbarga,15,27,2005,127,Whole Year ,Jowar,11,1804,1901
Karnataka,Gulbarga,15,27,2006,128,Whole Year ,Maize,12,300,1733
Karnataka,Gulbarga,15,29,2007,118,Whole Year ,Moong(Green Gram),13,182,41
Karnataka,Gulbarga,15,30,2008,116,Whole Year ,Onion,14,143,1352
Karnataka,Gulbarga,15,29,2009,122,Whole Year ,Ragi,15,671,1269
Karnataka,Gulbarga,15,27,2009,114,Whole Year ,Sesamum,23,1721,241
Karnataka,Gulbarga,15,29,2010,126,Whole Year ,Small millets,22,680,384
Karnataka,Gulbarga,15,31,2011,118,Whole Year ,Sugarcane,16,323,34307
Karnataka,Gulbarga,15,28,2012,128,Whole Year ,Sunflower,17,49,65
Karnataka,Gulbarga,15,27,2013,113,Whole Year ,Urad,21,3695,1831
Karnataka,Gulbarga,15,27,2014,112,Kharif     ,Rice,0,133885,234880
Karnataka,Gulbarga,15,30,2015,110,Kharif     ,Small millets,22,537,303
Karnataka,Gulbarga,15,26,2016,128,Whole Year ,Bajra,2,581,769
Karnataka,Gulbarga,15,27,2017,120,Whole Year ,Banana,3,73,3139
Karnataka,Gulbarga,15,27,2018,117,Whole Year ,Cashewnut,4,137,69
Karnataka,Gulbarga,15,28,2009,121,Whole Year ,Castor seed,5,98,31
Karnataka,Gulbarga,15,27,2010,117,Whole Year ,Coconut ,6,8454,66000
Karnataka,Gulbarga,15,28,2011,124,Whole Year ,Coriander,7,1041,434
Karnataka,Gulbarga,15,27,2012,124,Whole Year ,Cotton(lint),8,772,362
Karnataka,Gulbarga,15,27,2013,124,Whole Year ,Dry chillies,9,20577,2843
Karnataka,Gulbarga,15,25,2014,114,Whole Year ,Gram,28,3,2
Karnataka,Gulbarga,15,27,2015,111,Whole Year ,Groundnut,10,4860,6495
Karnataka,Gulbarga,15,29,2016,115,Whole Year ,Horse-gram,24,3,1
Karnataka,Gulbarga,15,30,2017,128,Whole Year ,Jowar,11,1825,1533
Karnataka,Gulbarga,15,28,2018,111,Whole Year ,Maize,12,152,518
Karnataka,Gulbarga,15,30,2009,113,Whole Year ,Moong(Green Gram),13,415,143
Karnataka,Gulbarga,15,27,2010,113,Whole Year ,Onion,14,124,1209
Karnataka,Gulbarga,15,31,2011,123,Whole Year ,Ragi,15,544,899
Karnataka,Gulbarga,15,27,2012,117,Whole Year ,Sesamum,23,1171,420
Karnataka,Gulbarga,15,31,2013,112,Whole Year ,Sugarcane,16,456,46261
Karnataka,Gulbarga,15,31,2014,126,Whole Year ,Sunflower,17,77,102
Karnataka,Gulbarga,15,27,2015,121,Whole Year ,Urad,21,2957,386
Karnataka,Gulbarga,15,27,2016,126,Kharif     ,Arhar/Tur,1,2,1
Karnataka,Gulbarga,15,25,2017,130,Kharif     ,Castor seed,5,67,23
Karnataka,Gulbarga,15,26,2018,119,Kharif     ,Cotton(lint),8,1167,1613
Karnataka,Gulbarga,15,27,2009,118,Kharif     ,Groundnut,10,3856,5121
Karnataka,Gulbarga,15,29,2010,125,Kharif     ,Maize,12,216,1178
Karnataka,Gulbarga,15,27,2011,127,Kharif     ,Moong(Green Gram),13,482,134
Karnataka,Gulbarga,15,30,2012,119,Kharif     ,Ragi,15,370,529
Karnataka,Gulbarga,15,28,2013,121,Kharif     ,Rice,0,131397,253999
Karnataka,Gulbarga,15,27,2014,127,Kharif     ,Sunflower,17,100,113
Karnataka,Gulbarga,15,27,2015,128,Kharif     ,Urad,21,3232,1273
Karnataka,Gulbarga,15,29,2016,118,Rabi       ,Gram,28,1,1
Karnataka,Gulbarga,15,30,2017,116,Whole Year ,Sugarcane,16,550,59623
Karnataka,Gulbarga,15,29,2018,122,Kharif     ,Cotton(lint),8,4,11
Karnataka,Gulbarga,15,27,2000,114,Kharif     ,Groundnut,10,114,251
Karnataka,Gulbarga,15,29,2001,126,Kharif     ,Ragi,15,2,5
Karnataka,Gulbarga,15,31,2002,118,Kharif     ,Rice,0,128960,438236
Karnataka,Gulbarga,15,28,2003,128,Rabi       ,Bajra,2,496,876
Karnataka,Gulbarga,15,27,2004,113,Rabi       ,Cotton(lint),8,2040,4369
Karnataka,Gulbarga,15,27,2005,112,Rabi       ,Groundnut,10,3591,4898
Karnataka,Gulbarga,15,30,2006,110,Rabi       ,Jowar,11,1734,1634
Karnataka,Gulbarga,15,26,2007,128,Rabi       ,Maize,12,391,2600
Karnataka,Gulbarga,15,27,2008,120,Rabi       ,Ragi,15,284,484
Karnataka,Gulbarga,15,27,2009,117,Whole Year ,Arhar/Tur,1,13,11
Karnataka,Gulbarga,15,28,2000,121,Whole Year ,Banana,3,106,4632
Karnataka,Gulbarga,15,27,2001,117,Whole Year ,Cashewnut,4,168,44
Karnataka,Gulbarga,15,28,2002,124,Whole Year ,Castor seed,5,3,21
Karnataka,Gulbarga,15,27,2003,124,Whole Year ,Coconut ,6,8267,59900000
Karnataka,Gulbarga,15,27,2004,124,Whole Year ,Coriander,7,1921,530
Karnataka,Gulbarga,15,25,2005,114,Whole Year ,Dry chillies,9,21217,7506
Karnataka,Gulbarga,15,27,2006,111,Whole Year ,Horse-gram,24,2,1
Karnataka,Gulbarga,15,29,2007,115,Whole Year ,Moong(Green Gram),13,467,224
Karnataka,Gulbarga,15,30,2008,128,Whole Year ,Onion,14,200,1856
Karnataka,Gulbarga,15,28,2009,111,Whole Year ,Small millets,22,699,394
Karnataka,Gulbarga,15,30,2000,113,Whole Year ,Sugarcane,16,592,66618
Karnataka,Gulbarga,15,27,2001,113,Whole Year ,Sunflower,17,62,111
Karnataka,Gulbarga,15,31,2002,123,Whole Year ,Turmeric,20,1,5
Karnataka,Gulbarga,15,27,2003,117,Whole Year ,Urad,21,3249,1417
Karnataka,Gulbarga,15,31,2004,112,Kharif     ,Arhar/Tur,1,5,4
Karnataka,Gulbarga,15,31,2005,126,Kharif     ,Cotton(lint),8,1576,1134
Karnataka,Gulbarga,15,27,2006,121,Kharif     ,Groundnut,10,3423,4285
Karnataka,Gulbarga,15,27,2007,126,Kharif     ,Horse-gram,24,3,1
Karnataka,Gulbarga,15,25,2008,130,Kharif     ,Maize,12,1519,4282
Karnataka,Gulbarga,15,26,2009,119,Kharif     ,Moong(Green Gram),13,442,128
Karnataka,Gulbarga,15,27,2000,118,Kharif     ,Ragi,15,291,128
Karnataka,Gulbarga,15,29,2001,125,Kharif     ,Rice,0,116505,68559
Karnataka,Gulbarga,15,27,2002,127,Kharif     ,Sunflower,17,123,107
Karnataka,Gulbarga,15,30,2003,119,Kharif     ,Urad,21,2473,731
Karnataka,Gulbarga,15,28,2004,121,Rabi       ,Gram,28,6,4
Karnataka,Gulbarga,15,27,2005,127,Whole Year ,Sugarcane,16,472,46084
Karnataka,Gulbarga,15,27,2006,128,Kharif     ,Cotton(lint),8,55,158
Karnataka,Gulbarga,15,29,2007,118,Kharif     ,Groundnut,10,33,73
Karnataka,Gulbarga,15,30,2008,116,Kharif     ,Jowar,11,14,16
Karnataka,Gulbarga,15,29,2009,122,Kharif     ,Rice,0,114981,33928
Karnataka,Gulbarga,15,27,2009,114,Rabi       ,Bajra,2,1604,1154
Karnataka,Gulbarga,15,29,2010,126,Rabi       ,Cotton(lint),8,2735,8634
Karnataka,Gulbarga,15,31,2011,118,Rabi       ,Groundnut,10,3539,3305
Karnataka,Gulbarga,15,28,2012,128,Rabi       ,Horse-gram,24,7,5
Karnataka,Gulbarga,15,27,2013,113,Rabi       ,Jowar,11,3223,6826
Karnataka,Gulbarga,15,27,2014,112,Rabi       ,Maize,12,885,4427
Karnataka,Gulbarga,15,30,2015,110,Rabi       ,Moong(Green Gram),13,378,305
Karnataka,Gulbarga,15,26,2016,128,Rabi       ,Onion,14,194,1643
Karnataka,Gulbarga,15,27,2017,120,Rabi       ,Ragi,15,401,402
Karnataka,Gulbarga,15,27,2018,117,Rabi       ,Sunflower,17,109,108
Karnataka,Gulbarga,15,28,2009,121,Rabi       ,Urad,21,2109,267
Karnataka,Gulbarga,15,27,2010,117,Whole Year ,Arhar/Tur,1,97,94
Karnataka,Gulbarga,15,28,2011,124,Whole Year ,Banana,3,155,6438
Karnataka,Gulbarga,15,27,2012,124,Whole Year ,Cashewnut,4,168,48
Karnataka,Gulbarga,15,27,2013,124,Whole Year ,Coconut ,6,8213,59900000
Karnataka,Gulbarga,15,25,2014,114,Whole Year ,Coriander,7,1418,535
Karnataka,Gulbarga,15,27,2015,111,Whole Year ,Dry chillies,9,17152,4683
Karnataka,Gulbarga,15,29,2016,115,Whole Year ,Gram,28,8,4
Karnataka,Gulbarga,15,30,2017,128,Whole Year ,Small millets,22,1161,654
Karnataka,Gulbarga,15,28,2018,111,Whole Year ,Sugarcane,16,422,43708
Karnataka,Gulbarga,15,30,2009,113,Whole Year ,Tapioca,19,19,569
Karnataka,Gulbarga,15,27,2010,113,Whole Year ,Turmeric,20,1,4
Karnataka,Hassan,16,31,2011,123,Kharif     ,Banana,3,1216,26514
Karnataka,Hassan,16,27,2012,117,Kharif     ,Horse-gram,24,11924,5330
Karnataka,Hassan,16,31,2013,112,Kharif     ,Onion,14,1952,16774
Karnataka,Hassan,16,31,2014,126,Kharif     ,Sesamum,23,10428,6560
Karnataka,Hassan,16,27,2015,121,Kharif     ,Small millets,22,7384,6150
Karnataka,Hassan,16,27,2016,126,Kharif     ,Tobacco,25,346,398
Karnataka,Hassan,16,25,2017,130,Whole Year ,Arhar/Tur,1,8109,4320
Karnataka,Hassan,16,26,2018,119,Whole Year ,Bajra,2,5957,12250
Karnataka,Hassan,16,27,2009,118,Whole Year ,Banana,3,1423,46980
Karnataka,Hassan,16,29,2010,125,Whole Year ,Black pepper,26,436,80
Karnataka,Hassan,16,27,2011,127,Whole Year ,Cardamom,27,145,10
Karnataka,Hassan,16,30,2012,119,Whole Year ,Castor seed,5,7072,2130
Karnataka,Hassan,16,28,2013,121,Whole Year ,Coriander,7,517,350
Karnataka,Hassan,16,27,2014,127,Whole Year ,Cotton(lint),8,22372,46890
Karnataka,Hassan,16,27,2015,128,Whole Year ,Dry chillies,9,1115,830
Karnataka,Hassan,16,29,2016,118,Whole Year ,Gram,28,692,320
Karnataka,Hassan,16,30,2017,116,Whole Year ,Groundnut,10,54637,81470
Karnataka,Hassan,16,29,2018,122,Whole Year ,Jowar,11,16163,30910
Karnataka,Hassan,16,27,2000,114,Whole Year ,Maize,12,1253,2330
Karnataka,Hassan,16,29,2001,126,Whole Year ,Moong(Green Gram),13,8379,5190
Karnataka,Hassan,16,31,2002,118,Whole Year ,Onion,14,1909,40870
Karnataka,Hassan,16,28,2003,128,Whole Year ,Pulses total,29,68253,35550
Karnataka,Hassan,16,27,2004,113,Whole Year ,Ragi,15,16304,45370
Karnataka,Hassan,16,27,2005,112,Whole Year ,Rice,0,46481,187980
Karnataka,Hassan,16,30,2006,110,Whole Year ,Small millets,22,9890,460
